Repository,File_Path,Initial_Commit_SHA,Initial_Commit_Time,Initial_Commit_Content,Last_Commit_SHA,Last_Commit_Time,Last_Commit_Content,Time_Difference_(Days),Modification_Count
spring-boot-study-ppo/Spring-Security-oauth2,.github/workflows/code-review-gpt.yml,b2754cb4fa20a924e48a456418de7d2fb81c4ed0,2024-07-16 08:03:27,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  contents: read
  pull-requests: write

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}",616b44a2201a46982802a50de513a8bb148602be,2024-07-16 08:24:55,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  contents: read
  pull-requests: write

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          BASE_SHA: ${{ github.event.pull_request.base.sha }}
          GITHUB_SHA: ${{ github.sha }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}",0,1
pvthiendeveloper/TestGithubActions,.github/workflows/codereview.yml,7dde1cad85ec4e80c5b90a5c3f4af0965bcec648,2024-04-11 09:05:21,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ github.token }}
",7dde1cad85ec4e80c5b90a5c3f4af0965bcec648,2024-04-11 09:05:21,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ github.token }}
",0,0
VIVAFROG/stock,.github/workflows/code_review.yml,43b1c30d2ed1e1bdbbb8af0683775734a649a467,2024-02-25 10:11:00,"name: Code Review

on: [pull_request]

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v2
      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.5
        with:
          github-token: ${{ secrets.GITHUB_TOKEN }}
          openai-api-key: ${{ secrets.OPENAI_API_KEY }}
",d50adc2648976243d4d19e1ee28c434532276b0b,2024-02-25 10:30:20,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: ""gpt-3.5-turbo""
          GITHUB_TOKEN: ${{ github.token }}
",0,1
pass-culture/data-gcp,.github/workflows/on_pr_review__gpt.yml,27dd9ced3bb39b85e78a0ce416e3681375718983,2024-11-06 14:14:05,"name: ""0. [on_review] Code Review GPT""

on:
  pull_request_review_comment:

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    if: ${{ contains('\gpt,/gpt', github.event.comment.body) }}
    steps:
      - name: Check if allowed user and command
        id: check_if_run
        run: |
          # Split allowed users into an array and check for exact match
          IFS=',' read -ra allowed_users <<< ""${{ secrets.GPT_ALLOWED_USERS }}""
          current_user=""${{ github.event.comment.user.login }}""

          # Iterate over the allowed users array to check for an exact match
          for user in ""${allowed_users[@]}""; do
            if [[ ""$user"" == ""$current_user"" ]]; then
              echo ""run_code_review=true"" >> $GITHUB_ENV
              exit 0
            fi
          done
          echo ""run_code_review=false"" >> $GITHUB_ENV
      - uses: actions/checkout@v3
        if: env.run_code_review == 'true'
        with:
          fetch-depth: 0
      - name: Code Review GPT
        if: env.run_code_review == 'true'
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",f613f068dc130d50e0bd388339303fed6cfebfdc,2024-11-19 10:43:05,"name: ""0. [on_review] Code Review GPT""

on:
  pull_request_review_comment:

permissions:
  contents: read
  pull-requests: write

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    if: ${{ contains('\gpt,/gpt', github.event.comment.body) }}
    steps:
      - name: Check if allowed user and command
        id: check_if_run
        run: |
          # Split allowed users into an array and check for exact match
          IFS=',' read -ra allowed_users <<< ""${{ secrets.GPT_ALLOWED_USERS }}""
          current_user=""${{ github.event.comment.user.login }}""

          # Iterate over the allowed users array to check for an exact match
          for user in ""${allowed_users[@]}""; do
            if [[ ""$user"" == ""$current_user"" ]]; then
              echo ""run_code_review=true"" >> $GITHUB_ENV
              exit 0
            fi
          done
          echo ""run_code_review=false"" >> $GITHUB_ENV
      - uses: actions/checkout@v3
        if: env.run_code_review == 'true'
        with:
          fetch-depth: 0
      - name: Code Review GPT
        if: env.run_code_review == 'true'
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",12,1
stiagoq/prueba_salesforce_sereniy,.github/workflows/gpt.yml,d6a6e41dc0dcd7bbe080a022e2b73ce3d0dd6a7a,2024-10-15 21:43:44,"name: Code Review with GPT

on:
  pull_request:
    types: [opened, synchronize, reopened]

jobs:
  code_review:
    runs-on: ubuntu-latest
    steps:
      - name: Check out code
        uses: actions/checkout@v4
        with:
          fetch-depth: 0

      - name: Run Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          openai_api_key: ${{ secrets.OPENAI_API_KEY }}
",f0ca25a14175a40e7b62bcd3ed954f87c5eb10d8,2024-10-20 14:44:34,"name: Code Review with GPT

on:
  pull_request:
    types: [opened, synchronize, reopened]

permissions:
  #id-token: write
  pull-requests: write
  contents: read
  actions: read

jobs:
  code_review:
    runs-on: ubuntu-latest
    steps:
      - name: Check out code
        uses: actions/checkout@v4
        with:
          fetch-depth: 0

      - name: Run Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          openai_api_key: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.TOKEN }}
          #pr_comment: true
",4,3
scs0209/modubuy,.github/workflows/code-review.yml,684bb5a4ed550b8b77f629b0a35ea2bb611120e6,2024-09-08 14:18:19,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

  permissions:
    pull-request: write
    contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}",684bb5a4ed550b8b77f629b0a35ea2bb611120e6,2024-09-08 14:18:19,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

  permissions:
    pull-request: write
    contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}",0,0
In-Self-Improvement/test-shopping-mall,.github/workflows/code-review.yml,b9fc64013d36f9e777bfa543623247c160187d77,2024-08-03 00:05:09,"name: Code Review GPT

on:
  pull_request:
    branches: [main, dev]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: ""gpt-4o""
          GITHUB_TOKEN: ${{  secrets.WORKFLOW_TOKEN }}
",87f35fa2881e832f79c33f22e1c16b8e385224a8,2024-08-06 23:23:15,"name: Code Review GPT

on:
  pull_request:
    branches: [main, dev, 3.unit-test]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{  secrets.WORKFLOW_TOKEN }}
",3,1
dgruber/drmaa2os,.github/workflows/prgput.yml,5152503630a9a01f8de6f8795c0f843682de6dff,2024-08-27 08:34:09,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",c3553b440eb3a006485773dcadf39248f2afbc4e,2024-12-19 12:42:14,"name: Code Review GPT

on:
  pull_request:
    branches:
      - master
      - review

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",114,3
Kanaries/graphic-walker,.github/workflows/code-review.yml,5b949ef6a699d8aab77c149aab0ff007a947a611,2023-11-18 20:43:08,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4'
          GITHUB_TOKEN: ${{ github.token }}",5b949ef6a699d8aab77c149aab0ff007a947a611,2023-11-18 20:43:08,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4'
          GITHUB_TOKEN: ${{ github.token }}",0,0
Bugmasterr/General-Equipment-Theme-Repo,.github/workflows/main.yml,b43572ad1632954af5eab8b7b1b3aec1d55cb2fc,2024-10-30 01:49:12,"              - name: Code Review GPT
                uses: mattzcarey/code-review-gpt@v0.1.10
",b43572ad1632954af5eab8b7b1b3aec1d55cb2fc,2024-10-30 01:49:12,"              - name: Code Review GPT
                uses: mattzcarey/code-review-gpt@v0.1.10
",0,0
hpc-gridware/testsuite,.github/workflows/review.yml,090ddc11bc1d385b8ef6fa710cc4994b02cc75fd,2024-10-24 12:23:55,"on:
  pull_request:
    branches:
      - master
      - review

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.GPTREVIEWKEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",090ddc11bc1d385b8ef6fa710cc4994b02cc75fd,2024-10-24 12:23:55,"on:
  pull_request:
    branches:
      - master
      - review

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.GPTREVIEWKEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",0,0
SaeWooKKang/next-blog,.github/workflows/code-review.yml,cc84a2d39c2464b6670095f29c4f654c66cf0018,2024-06-02 08:18:32,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  pull_request: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }} }}
",406012070c5c4a1274e6f9207d8f59451e08fed6,2024-06-02 08:30:03,"name: Code Review GPT

on:
  pull_request:
    branches: [main]
jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: ""gpt-4o""
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
",0,2
In-Self-Improvement/vanilla-js-framework,.github/workflows/code-review.yml,ebc84193c637757de0085b955d51fc5472cc10a8,2024-07-11 12:15:29,"name: Code Review GPT

on:
  pull_request:
    branches: [main, dev]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: ""gpt-4o""
          GITHUB_TOKEN: ${{  secrets.GITHUB_TOKEN }}
",cfc67b4967947b3ec9e9b26f593475327bb552da,2024-07-11 12:21:30,"name: Code Review GPT

on:
  pull_request:
    branches: [main, dev]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: ""gpt-4o""
          GITHUB_TOKEN: ${{  secrets.WORKFLOW_TOKEN }}
",0,1
eggmun98/testNextSetting,.github/workflows/code-review.yml,5244d2a50cbb513a0e1d841b39b7c188f3224a89,2024-07-28 09:51:22,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
",a0f42a6f19274c2cb66158f415b7594343cdedc9,2024-07-28 12:40:57,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
      - name: Discord Webhook Action
        uses: tsickert/discord-webhook@v5.3.0
        with:
          webhook-url: ${{ secrets.DISCORD_WEBHOOK_URL }}
          content: 'Code review has been completed successfully!'
",0,8
drharryx/test-bot-review,.github/workflows/crgpt.yml,18115785e00d9d8b28cd9885ad21ab3283aa3203,2024-07-17 21:04:44,"name: review code bot

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      -uses: actions/checkout@v3
       with:
         fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.token }}
",5d0c42f355f1420e056119ee74aaf58de752f3a9,2024-07-17 21:17:20,"name: review code bot

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.TOKEN }}
",0,2
junho3/practice-kotlin-spring-boot,.github/workflows/code-review.yml,6c6fa23125281a3d2b11e5876dbb8fac908a796b,2024-05-29 04:04:49,"name: Code Review GPT

on:
  pull_request:
    branches: [develop]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.github_token }}
",eff48d6595c860bb2b6d8a02b0bf0ec214f4cb08,2024-05-29 04:38:54,"name: Code Review GPT

on:
  pull_request:
    branches: [develop]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ secrets.github_token }}
",0,2
CoLuthien/REngine,.github/workflows/cr.yml,fb02322cf91338fb4d13aa0b1f16d2ff880b2e76,2023-08-07 00:32:28,"# .github/workflows/cr.yml 파일 생성

name: Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, synchronize]

jobs:
  test:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          LANGUAGE: Korean
",fb02322cf91338fb4d13aa0b1f16d2ff880b2e76,2023-08-07 00:32:28,"# .github/workflows/cr.yml 파일 생성

name: Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, synchronize]

jobs:
  test:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          LANGUAGE: Korean
",0,0
hassan51993/LoanAmortizationCalculator,.github/workflows/main.yml,ffc4157e70def31e98b70d57bf389863fe6ad4f8,2024-09-14 06:12:08,"              - name: Code Review GPT
                uses: mattzcarey/code-review-gpt@v0.1.10

",ffc4157e70def31e98b70d57bf389863fe6ad4f8,2024-09-14 06:12:08,"              - name: Code Review GPT
                uses: mattzcarey/code-review-gpt@v0.1.10

",0,0
techbloghub/front-end,.github/workflows/code-review.yml,097e513de13a09bb5c21278f8ee7a58bd63c5a7a,2024-07-28 13:19:45,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
",c33093fd323e6cec21d0f373b1d729af47a5ab3d,2024-08-10 06:35:14,"name: Code Review GPT

on:
  pull_request:
    branches: [dev]

permissions:
  pull-requests: write
  contents: read

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.9
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}

      - name: Discord Webhook Action
        uses: tsickert/discord-webhook@v5.3.0
        with:
          webhook-url: ${{ secrets.DISCORD_WEBHOOK_URL }}
          content: '코드 리뷰 완료하였습니다~~!'
",12,2
blackhorseya/golang-101,.github/workflows/pr.yaml,a73b78283e9798b166c37332022f7f28ce6a4ffa,2024-07-07 01:35:58,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}",7be231eae95cd0a6294861eb348f5c318e80c36b,2024-08-11 04:37:58,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o-mini'
          GITHUB_TOKEN: ${{ github.token }}",35,1
AudioLand/dub-nextjs,.github/workflows/crgpt.yml,c091c56f6dbd1e6bb8ac123ea672ee870ddc3787,2023-10-19 12:56:06,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ github.token }}",c091c56f6dbd1e6bb8ac123ea672ee870ddc3787,2023-10-19 12:56:06,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.4-alpha
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-3.5-turbo'
          GITHUB_TOKEN: ${{ github.token }}",0,0
blackhorseya/godine,.github/workflows/pr.yaml,83f192cd3d14ff8a2c26eef6e581ebdfea76215f,2024-06-23 02:05:59,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}",aa48dbfec8f1d97233717713a1c4eb17be8c0f8a,2024-08-20 05:41:44,"name: Code Review GPT

on:
  pull_request:
    branches: [main]

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v3
        with:
          fetch-depth: 0

      - name: Code Review GPT
        uses: mattzcarey/code-review-gpt@v0.1.8
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o-mini'
          GITHUB_TOKEN: ${{ github.token }}",58,1
pass-culture/api-data,.github/workflows/on_pr_review__gpt.yml,7c80a947af3d29a257c7794e403b67946f102b28,2024-11-22 14:36:36,"name: ""0. [on_review] Code Review GPT""

on:
  pull_request_review_comment:

permissions:
  contents: read
  pull-requests: write

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    if: ${{ contains('\gpt,/gpt', github.event.comment.body) }}
    steps:
      - name: Check if allowed user and command
        id: check_if_run
        run: |
          # Split allowed users into an array and check for exact match
          IFS=',' read -ra allowed_users <<< ""${{ secrets.GPT_ALLOWED_USERS }}""
          current_user=""${{ github.event.comment.user.login }}""

          # Iterate over the allowed users array to check for an exact match
          for user in ""${allowed_users[@]}""; do
            if [[ ""$user"" == ""$current_user"" ]]; then
              echo ""run_code_review=true"" >> $GITHUB_ENV
              exit 0
            fi
          done
          echo ""run_code_review=false"" >> $GITHUB_ENV
      - uses: actions/checkout@v3
        if: env.run_code_review == 'true'
        with:
          fetch-depth: 0
      - name: Code Review GPT
        if: env.run_code_review == 'true'
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",7c80a947af3d29a257c7794e403b67946f102b28,2024-11-22 14:36:36,"name: ""0. [on_review] Code Review GPT""

on:
  pull_request_review_comment:

permissions:
  contents: read
  pull-requests: write

jobs:
  run_code_review:
    runs-on: ubuntu-latest
    if: ${{ contains('\gpt,/gpt', github.event.comment.body) }}
    steps:
      - name: Check if allowed user and command
        id: check_if_run
        run: |
          # Split allowed users into an array and check for exact match
          IFS=',' read -ra allowed_users <<< ""${{ secrets.GPT_ALLOWED_USERS }}""
          current_user=""${{ github.event.comment.user.login }}""

          # Iterate over the allowed users array to check for an exact match
          for user in ""${allowed_users[@]}""; do
            if [[ ""$user"" == ""$current_user"" ]]; then
              echo ""run_code_review=true"" >> $GITHUB_ENV
              exit 0
            fi
          done
          echo ""run_code_review=false"" >> $GITHUB_ENV
      - uses: actions/checkout@v3
        if: env.run_code_review == 'true'
        with:
          fetch-depth: 0
      - name: Code Review GPT
        if: env.run_code_review == 'true'
        uses: mattzcarey/code-review-gpt@v0.1.10
        with:
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: 'gpt-4o'
          GITHUB_TOKEN: ${{ github.token }}
",0,0
